,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Gender_F
14,4,3,152,3,43,1009,1,0,0,0,0,1,0,0,0,1,0,0
2042,3,3,183,3,21,2585,1,0,0,0,0,0,1,0,0,0,1,0
4706,4,5,252,2,9,4157,1,0,0,0,0,0,0,1,0,1,0,1
6368,4,2,247,4,9,4588,1,0,0,0,0,0,0,1,1,0,0,1
241,2,4,140,3,33,1278,0,0,0,0,1,0,0,1,0,1,0,1
4629,5,5,167,2,2,5908,0,1,0,0,0,0,0,1,0,0,1,0
8226,4,1,245,3,9,4024,0,0,0,1,0,1,0,0,0,1,0,1
5178,3,5,254,3,3,4072,0,0,0,1,0,0,0,1,0,0,1,0
4144,3,3,253,4,2,5040,0,0,1,0,0,0,0,1,0,1,0,0
10412,5,5,248,5,8,1881,1,0,0,0,0,1,0,0,0,0,1,0
7872,3,1,224,3,8,4908,0,0,0,1,0,0,0,1,0,1,0,0
4672,5,3,256,2,3,4456,0,0,1,0,0,1,0,0,0,1,0,0
1373,5,5,190,4,47,3644,0,0,0,0,1,1,0,0,0,0,1,1
9052,5,2,254,3,8,5892,0,0,1,0,0,1,0,0,0,0,1,1
6989,3,1,187,2,8,4292,0,0,0,0,1,1,0,0,0,1,0,1
8872,5,3,237,5,4,1567,0,0,1,0,0,0,0,1,0,0,1,1
9945,6,5,157,5,10,1133,0,1,0,0,0,0,0,1,0,1,0,1
2677,5,2,168,3,50,1486,0,0,0,0,1,0,0,1,0,1,0,1
7633,4,5,111,4,7,5988,0,0,0,0,1,0,0,1,0,0,1,0
5053,4,4,145,3,3,5424,0,0,0,0,1,0,1,0,0,0,1,1
3729,4,3,146,3,8,5673,0,1,0,0,0,0,0,1,0,1,0,1
5760,6,1,290,4,6,1505,0,0,0,1,0,1,0,0,0,0,1,0
6968,3,4,165,3,4,4482,1,0,0,0,0,0,1,0,0,1,0,1
3889,3,1,202,2,7,4506,0,0,0,0,1,0,0,1,0,0,1,1
2336,2,2,242,6,63,3144,1,0,0,0,0,1,0,0,0,1,0,1
2362,3,4,164,3,55,1293,0,0,1,0,0,0,0,1,1,0,0,1
9381,5,3,242,4,8,4410,0,1,0,0,0,0,0,1,0,0,1,1
761,3,4,218,3,22,3818,0,0,0,0,1,0,0,1,0,1,0,0
5756,6,1,266,4,2,1862,1,0,0,0,0,1,0,0,0,0,1,1
5528,6,4,248,4,6,1851,1,0,0,0,0,0,0,1,0,1,0,1
3808,4,1,204,2,7,5795,0,0,1,0,0,0,0,1,0,1,0,0
9646,3,5,198,4,10,4829,0,0,1,0,0,0,0,1,0,1,0,1
9878,4,2,258,5,2,1494,1,0,0,0,0,1,0,0,0,0,1,0
285,2,4,181,4,13,2309,0,1,0,0,0,1,0,0,0,0,1,0
1124,4,4,140,4,46,1442,1,0,0,0,0,0,0,1,0,0,1,1
875,4,1,222,3,45,3158,0,0,0,0,1,0,0,1,0,0,1,0
5793,5,5,247,3,1,5226,0,1,0,0,0,0,0,1,0,1,0,0
7,4,1,233,2,48,2804,0,0,0,0,1,1,0,0,0,1,0,1
6038,7,1,255,5,10,1238,1,0,0,0,0,1,0,0,0,0,1,0
1724,3,2,263,4,8,2599,1,0,0,0,0,0,0,1,0,0,1,0
2528,2,3,139,8,21,1033,1,0,0,0,0,0,0,1,0,0,1,0
9938,7,3,288,4,3,1989,1,0,0,0,0,0,0,1,0,0,1,0
2985,6,5,161,4,20,1338,0,1,0,0,0,0,0,1,0,0,1,1
6269,7,4,302,5,7,1503,0,0,0,0,1,0,0,1,0,0,1,0
1482,5,2,264,5,27,3118,0,0,0,1,0,0,1,0,0,1,0,1
4162,5,5,265,3,6,4423,0,0,1,0,0,0,0,1,0,1,0,0
6535,3,2,194,3,3,5779,0,0,0,0,1,0,0,1,0,1,0,1
7055,3,3,261,4,3,5722,0,0,0,0,1,0,0,1,0,1,0,0
7375,3,1,194,2,1,5931,0,0,0,0,1,0,1,0,0,0,1,1
9196,5,5,262,5,2,1304,0,0,1,0,0,0,0,1,0,1,0,0
945,2,2,163,3,35,1547,0,1,0,0,0,0,1,0,0,0,1,0
7587,4,1,201,6,8,5529,0,1,0,0,0,0,0,1,0,0,1,1
9712,6,1,280,4,5,1624,0,0,1,0,0,0,1,0,0,1,0,1
9446,6,5,260,4,8,1347,1,0,0,0,0,0,1,0,0,1,0,1
1385,3,5,166,2,45,1665,0,0,0,0,1,1,0,0,0,1,0,0
8746,4,2,112,2,8,4599,0,0,1,0,0,0,1,0,0,0,1,1
6710,4,3,238,2,2,5328,1,0,0,0,0,1,0,0,0,0,1,1
6812,6,3,289,4,5,1708,1,0,0,0,0,0,0,1,1,0,0,1
6653,5,1,179,2,3,5417,0,0,0,0,1,0,0,1,0,1,0,1
2086,4,4,213,2,27,2938,0,0,1,0,0,0,0,1,0,1,0,1
2087,4,2,124,2,50,1592,0,0,0,0,1,0,0,1,0,0,1,0
4299,3,3,214,3,9,5856,0,1,0,0,0,0,0,1,0,0,1,1
2379,4,2,225,3,52,3189,0,1,0,0,0,0,0,1,0,1,0,0
5378,5,4,203,2,2,4190,1,0,0,0,0,0,0,1,1,0,0,1
8935,6,4,279,4,5,1241,0,0,0,0,1,0,0,1,0,1,0,1
8060,5,5,186,4,3,4287,1,0,0,0,0,0,1,0,0,1,0,0
10873,5,1,190,2,9,5226,0,0,0,0,1,0,0,1,0,1,0,0
3766,5,2,156,4,8,5014,0,0,1,0,0,0,0,1,0,1,0,0
2238,2,5,236,3,13,2171,0,0,0,1,0,0,0,1,0,0,1,1
6501,5,2,231,5,4,1913,0,1,0,0,0,0,0,1,0,1,0,1
8801,5,2,164,3,6,4302,0,0,0,0,1,0,0,1,0,0,1,1
6745,4,4,203,2,10,5192,0,0,0,0,1,0,0,1,0,1,0,1
8455,5,5,231,3,10,5361,0,0,0,0,1,0,0,1,0,0,1,1
2616,4,1,258,2,56,3186,0,0,0,1,0,1,0,0,0,1,0,1
4173,3,2,234,2,8,4012,0,1,0,0,0,0,0,1,0,0,1,0
2445,4,3,216,3,35,2567,0,1,0,0,0,0,1,0,0,0,1,0
5818,5,5,273,4,7,4064,0,0,1,0,0,0,0,1,0,1,0,0
9091,4,3,251,5,2,1482,0,0,0,0,1,0,0,1,0,0,1,0
10711,4,3,263,6,10,1345,0,0,0,0,1,0,0,1,0,0,1,0
7577,5,3,236,4,7,4308,0,0,0,0,1,0,0,1,0,0,1,0
7369,5,4,211,2,7,4734,0,0,0,0,1,0,0,1,0,0,1,1
1430,6,2,265,3,3,1904,1,0,0,0,0,0,0,1,0,1,0,0
10647,3,3,223,10,7,4273,0,1,0,0,0,0,0,1,0,1,0,1
778,2,4,177,3,48,1113,0,0,1,0,0,0,0,1,0,0,1,0
2995,6,5,130,6,60,1971,0,0,0,0,1,0,1,0,0,1,0,1
10462,4,5,259,5,9,1951,0,0,1,0,0,0,0,1,0,1,0,1
1355,3,4,218,3,4,3534,0,0,0,0,1,0,1,0,0,0,1,1
3430,3,1,200,2,10,5178,0,0,1,0,0,1,0,0,0,0,1,0
6993,5,5,256,3,6,4145,0,1,0,0,0,1,0,0,0,0,1,1
4609,3,2,197,3,3,4491,0,0,0,0,1,0,0,1,0,0,1,1
1519,3,3,172,4,33,1989,0,0,0,0,1,1,0,0,0,1,0,1
221,4,3,150,2,31,1588,0,0,0,0,1,0,0,1,0,0,1,0
19,4,5,145,3,45,1059,0,0,0,0,1,0,0,1,0,0,1,0
1224,3,3,218,2,9,2069,0,0,0,1,0,0,1,0,0,0,1,0
7653,4,5,180,2,1,5622,0,1,0,0,0,0,1,0,0,0,1,0
8827,4,3,246,5,7,1134,0,0,0,0,1,0,0,1,0,1,0,0
75,4,1,266,3,23,3775,0,1,0,0,0,0,0,1,0,1,0,1
7372,2,1,130,4,10,4726,0,0,1,0,0,0,1,0,0,0,1,1
6111,5,4,268,3,3,5320,0,1,0,0,0,0,0,1,0,1,0,1
8358,6,4,275,4,5,1989,0,0,0,1,0,1,0,0,0,0,1,1
4039,4,3,129,6,5,5626,0,0,0,0,1,0,0,1,0,0,1,1
4223,5,4,229,2,10,5001,0,0,0,0,1,0,1,0,0,0,1,1
7463,5,5,266,5,7,1440,0,0,0,0,1,0,0,1,0,0,1,0
7960,6,1,260,5,3,1434,0,0,1,0,0,1,0,0,0,1,0,1
9325,4,1,271,4,2,4133,0,0,0,0,1,1,0,0,0,0,1,1
4727,4,5,259,2,4,4092,0,0,0,0,1,0,0,1,0,0,1,1
7090,2,5,264,3,3,4320,0,0,1,0,0,0,0,1,0,0,1,1
3737,4,4,159,3,3,5545,0,0,0,0,1,0,0,1,0,0,1,0
8204,3,4,163,3,5,5088,1,0,0,0,0,0,1,0,0,0,1,0
3942,5,1,181,4,4,5505,0,0,0,1,0,0,0,1,0,0,1,1
7957,7,5,308,5,6,1154,0,0,0,0,1,1,0,0,0,0,1,0
10144,5,1,233,5,4,1622,0,0,1,0,0,1,0,0,0,0,1,0
3334,6,5,266,5,10,4140,0,0,1,0,0,0,0,1,0,1,0,0
4938,4,4,185,3,6,4238,0,0,0,1,0,1,0,0,1,0,0,1
3002,3,1,274,3,4,2087,1,0,0,0,0,0,1,0,0,1,0,0
9852,3,2,217,3,7,5910,0,0,0,1,0,0,1,0,1,0,0,0
9499,2,2,156,4,9,4184,0,0,0,0,1,0,0,1,1,0,0,0
9161,7,4,244,4,4,1953,0,0,0,0,1,0,1,0,0,0,1,1
130,3,5,179,2,17,1364,0,0,1,0,0,0,1,0,0,1,0,1
5846,5,5,193,5,4,5087,1,0,0,0,0,0,0,1,1,0,0,1
4832,4,5,140,3,8,4956,1,0,0,0,0,0,0,1,0,0,1,1
8150,3,3,164,3,9,5070,1,0,0,0,0,0,0,1,1,0,0,0
10446,4,5,248,5,6,1754,0,0,0,1,0,0,0,1,0,1,0,1
7715,5,5,262,5,6,1887,0,0,0,0,1,0,0,1,0,1,0,0
524,5,2,154,3,40,1238,1,0,0,0,0,0,1,0,0,1,0,0
10084,4,4,249,3,1,5743,0,0,1,0,0,0,0,1,0,0,1,1
3773,3,3,172,6,5,5366,0,0,0,0,1,0,0,1,0,0,1,1
9107,5,2,196,3,4,4868,0,0,0,0,1,0,0,1,0,0,1,0
2681,3,4,258,3,55,2777,0,0,0,0,1,0,0,1,0,1,0,1
5934,3,4,263,6,3,4429,0,0,0,1,0,0,0,1,1,0,0,0
10110,5,4,196,2,2,5515,0,0,0,1,0,0,0,1,0,0,1,0
3873,4,5,216,3,1,5167,0,1,0,0,0,0,0,1,0,0,1,0
3559,5,3,194,7,10,5700,0,0,0,0,1,1,0,0,0,0,1,1
2540,3,3,140,2,30,1547,1,0,0,0,0,0,0,1,0,0,1,1
340,2,5,255,5,53,3775,0,0,1,0,0,0,0,1,0,0,1,1
10763,5,1,259,5,7,1871,0,0,0,0,1,0,0,1,0,1,0,1
2179,6,2,181,4,6,3003,0,0,0,0,1,0,1,0,1,0,0,1
10009,4,1,269,3,3,4409,0,0,0,0,1,1,0,0,0,1,0,1
6472,3,5,270,3,7,5477,0,0,1,0,0,0,0,1,0,0,1,0
4000,4,5,160,6,4,4684,0,0,1,0,0,0,0,1,0,1,0,1
2443,2,5,116,3,3,1688,0,0,0,0,1,0,1,0,0,1,0,1
497,4,4,199,2,9,3075,0,0,0,0,1,0,0,1,0,1,0,0
2326,2,5,202,3,50,2587,0,0,1,0,0,1,0,0,0,1,0,0
6821,6,3,260,4,9,1131,0,0,0,0,1,0,0,1,0,1,0,0
780,4,5,252,3,16,2332,0,0,0,1,0,0,0,1,0,1,0,0
5655,4,4,198,2,2,5725,0,1,0,0,0,0,0,1,0,0,1,0
10216,5,1,271,5,4,1557,0,0,1,0,0,0,0,1,0,1,0,1
9218,3,3,224,4,10,4147,1,0,0,0,0,0,0,1,0,0,1,0
8885,6,4,253,4,6,1961,0,0,0,0,1,0,1,0,0,0,1,1
7388,4,2,146,8,7,5245,1,0,0,0,0,0,1,0,0,1,0,0
10918,5,3,246,5,2,1185,0,0,1,0,0,0,0,1,0,1,0,0
1227,3,4,200,3,49,2942,0,1,0,0,0,0,1,0,0,0,1,1
9428,4,1,220,5,9,1817,1,0,0,0,0,0,1,0,0,1,0,1
2313,6,4,174,3,14,1651,0,1,0,0,0,0,1,0,0,0,1,1
5891,3,3,255,2,3,4824,0,0,0,0,1,1,0,0,0,0,1,1
9669,6,5,271,4,3,1710,0,1,0,0,0,0,0,1,0,1,0,0
9448,4,2,223,6,10,1650,0,0,1,0,0,1,0,0,0,1,0,1
6096,4,2,156,2,5,4467,0,0,0,1,0,0,0,1,0,0,1,0
2130,4,2,271,3,50,3448,0,0,0,1,0,0,0,1,0,0,1,0
8914,6,3,276,4,6,1670,0,0,1,0,0,1,0,0,0,1,0,0
3445,3,1,252,2,4,5559,0,0,0,0,1,0,0,1,0,1,0,0
9471,5,3,194,3,7,5545,0,1,0,0,0,0,0,1,0,1,0,0
2450,4,2,163,3,27,1639,1,0,0,0,0,0,1,0,0,1,0,1
4828,5,4,216,2,6,4535,0,0,1,0,0,0,0,1,0,1,0,1
3665,2,5,135,6,9,5777,0,0,0,0,1,0,0,1,0,0,1,1
7814,3,1,104,4,9,5211,1,0,0,0,0,1,0,0,0,1,0,1
5223,5,1,257,4,1,4924,0,1,0,0,0,0,0,1,0,0,1,0
8355,4,2,255,5,2,1255,0,1,0,0,0,1,0,0,0,0,1,0
9908,4,5,258,5,2,1481,1,0,0,0,0,0,0,1,0,0,1,0
7376,3,1,201,2,4,4857,1,0,0,0,0,0,1,0,0,0,1,1
4106,6,1,274,5,8,4292,1,0,0,0,0,1,0,0,0,1,0,1
2726,2,3,126,4,3,1364,1,0,0,0,0,0,1,0,1,0,0,1
218,3,4,148,3,37,1523,1,0,0,0,0,0,0,1,0,1,0,0
1052,5,5,264,3,27,2019,1,0,0,0,0,0,0,1,0,0,1,1
5787,7,5,265,4,9,1393,0,1,0,0,0,0,0,1,0,1,0,1
9250,4,2,198,3,10,5487,0,0,1,0,0,0,0,1,0,0,1,0
332,3,5,215,3,22,2585,1,0,0,0,0,0,0,1,0,0,1,1
3857,5,1,245,2,2,4882,0,0,0,0,1,0,0,1,0,0,1,1
5294,5,3,229,2,10,5149,1,0,0,0,0,0,0,1,0,0,1,0
9537,3,3,275,3,7,4968,0,1,0,0,0,0,0,1,0,0,1,0
6309,5,5,251,6,4,1077,0,1,0,0,0,1,0,0,0,0,1,0
936,3,2,250,3,49,3798,0,0,0,1,0,0,1,0,0,1,0,1
7465,4,1,235,5,9,1821,0,0,0,0,1,0,0,1,0,1,0,0
9510,4,1,183,3,3,5178,0,0,0,1,0,0,0,1,0,1,0,0
9725,4,1,152,5,8,5711,0,0,0,0,1,1,0,0,0,0,1,0
8306,5,4,252,5,9,1133,1,0,0,0,0,0,0,1,0,1,0,0
2722,4,3,214,4,34,3446,0,0,1,0,0,0,1,0,0,1,0,0
2128,4,1,238,4,22,3950,0,0,1,0,0,0,0,1,0,1,0,1
9123,5,5,167,3,1,4314,0,1,0,0,0,0,0,1,0,0,1,0
7353,4,1,257,2,7,4869,0,1,0,0,0,0,0,1,0,1,0,0
7359,3,5,241,4,3,5051,0,1,0,0,0,0,0,1,0,1,0,1
10346,3,2,259,6,1,5873,1,0,0,0,0,0,0,1,0,0,1,0
10184,7,5,254,4,1,1347,1,0,0,0,0,0,0,1,0,0,1,1
6777,5,1,249,3,5,4392,0,1,0,0,0,0,0,1,0,0,1,1
2958,4,2,220,3,39,2459,0,0,0,1,0,0,0,1,1,0,0,1
3333,5,3,204,3,1,4037,0,1,0,0,0,0,0,1,1,0,0,1
9056,2,5,243,3,7,4486,1,0,0,0,0,1,0,0,1,0,0,0
8305,5,4,254,6,4,1850,0,0,0,0,1,0,0,1,0,1,0,0
2135,3,3,188,4,3,3075,0,0,0,0,1,0,0,1,0,0,1,0
9737,3,2,210,3,9,4731,0,0,0,0,1,1,0,0,0,1,0,1
501,3,2,177,3,10,1641,0,1,0,0,0,0,0,1,0,1,0,0
419,4,2,134,2,43,1714,0,0,0,0,1,1,0,0,0,1,0,1
1184,3,5,148,10,35,1597,1,0,0,0,0,0,0,1,1,0,0,1
8021,5,1,258,5,4,1032,0,0,0,0,1,0,0,1,0,1,0,1
8029,7,1,247,4,6,1297,0,0,0,0,1,0,0,1,0,0,1,0
4391,4,2,185,5,7,4694,0,0,0,0,1,1,0,0,0,1,0,0
8889,6,4,298,4,8,1437,0,1,0,0,0,0,1,0,0,0,1,1
1396,6,3,135,5,20,1266,0,0,1,0,0,0,0,1,0,1,0,1
8513,6,3,98,6,9,4787,0,0,0,0,1,0,0,1,0,1,0,0
5820,3,1,192,3,4,5179,0,0,0,1,0,0,0,1,0,1,0,1
6198,3,5,175,3,8,5471,0,0,0,1,0,0,0,1,0,0,1,1
7442,4,1,146,8,7,4576,1,0,0,0,0,0,0,1,0,1,0,0
403,4,2,249,5,36,3836,0,0,0,0,1,0,1,0,0,0,1,0
10777,5,5,263,5,1,1114,0,0,0,0,1,0,0,1,0,0,1,1
9340,3,2,177,3,5,5941,0,0,1,0,0,0,0,1,0,1,0,1
7764,6,1,280,4,6,1735,0,0,0,1,0,0,0,1,0,0,1,0
7751,4,1,245,5,1,1472,0,0,0,0,1,0,0,1,0,0,1,0
1949,5,1,201,2,54,2158,0,0,0,0,1,0,0,1,0,0,1,1
1531,3,4,271,2,14,2163,0,0,0,0,1,0,0,1,0,1,0,0
4481,5,2,149,2,8,5396,0,0,0,0,1,0,0,1,0,0,1,1
8737,3,4,264,3,8,4575,0,0,0,0,1,0,0,1,0,1,0,0
1113,3,2,203,3,3,2791,0,1,0,0,0,0,0,1,1,0,0,0
2400,2,5,171,3,13,1101,0,0,0,1,0,0,0,1,0,0,1,1
2550,3,1,178,3,11,1481,0,0,0,1,0,0,0,1,0,1,0,1
4935,3,2,178,3,4,5119,0,1,0,0,0,1,0,0,0,1,0,0
6849,3,1,158,7,6,4166,0,1,0,0,0,1,0,0,0,0,1,1
3815,4,2,197,3,2,4113,0,0,0,0,1,0,1,0,0,1,0,0
1109,4,3,143,2,39,1727,0,0,0,0,1,1,0,0,1,0,0,0
1141,3,4,263,3,42,2992,0,0,0,0,1,0,0,1,0,1,0,0
3393,4,2,275,6,2,1712,0,1,0,0,0,0,0,1,0,0,1,0
5732,3,4,247,3,10,5749,1,0,0,0,0,0,1,0,0,1,0,0
703,4,2,259,3,47,3764,0,0,0,0,1,0,0,1,0,1,0,1
9236,5,4,209,4,10,5461,1,0,0,0,0,0,0,1,0,1,0,1
2140,3,3,160,3,65,1228,0,0,1,0,0,0,0,1,0,0,1,1
541,4,3,142,3,35,1512,0,0,0,0,1,0,1,0,0,1,0,1
10502,3,1,248,3,7,5588,1,0,0,0,0,0,0,1,0,0,1,0
9389,4,2,210,3,9,4102,0,0,0,0,1,0,0,1,0,1,0,1
1041,3,1,236,3,28,3290,0,1,0,0,0,0,0,1,0,0,1,0
2683,3,1,160,3,57,1833,0,0,0,0,1,0,0,1,0,1,0,0
9870,3,4,194,3,7,4565,0,0,0,1,0,1,0,0,0,0,1,0
1722,5,3,186,4,11,3676,0,0,0,1,0,0,0,1,0,0,1,1
6031,5,1,262,5,1,1488,0,0,0,0,1,1,0,0,0,1,0,0
6978,4,2,269,2,2,4013,0,0,0,1,0,0,1,0,0,0,1,1
4013,4,5,237,2,10,4963,0,0,0,0,1,0,0,1,0,0,1,1
8192,4,5,201,3,7,4048,1,0,0,0,0,0,0,1,0,1,0,0
6970,4,3,206,2,9,5076,0,0,1,0,0,0,1,0,0,1,0,0
7407,5,1,261,5,10,1713,0,1,0,0,0,1,0,0,0,1,0,1
3448,2,3,144,4,10,4075,0,0,1,0,0,0,0,1,0,1,0,1
5117,3,3,270,3,7,4690,0,0,0,0,1,0,0,1,1,0,0,1
1614,5,2,111,5,3,1711,0,0,0,1,0,0,0,1,0,0,1,0
5635,3,2,268,3,9,4215,0,0,0,0,1,0,0,1,0,1,0,0
2901,4,1,216,4,4,2263,0,1,0,0,0,0,0,1,0,1,0,0
680,4,3,201,3,54,2487,1,0,0,0,0,1,0,0,0,0,1,1
3541,3,2,150,2,3,4174,0,0,0,0,1,0,1,0,0,1,0,1
4496,4,2,223,4,2,5709,1,0,0,0,0,0,1,0,0,1,0,0
3105,5,2,214,6,3,3234,0,1,0,0,0,0,0,1,0,1,0,1
6194,5,2,173,4,9,4307,1,0,0,0,0,0,0,1,1,0,0,1
3674,5,1,142,4,2,4735,1,0,0,0,0,0,1,0,0,0,1,1
8930,6,3,273,5,8,1746,1,0,0,0,0,0,0,1,0,1,0,0
4043,3,3,185,3,10,4387,0,0,0,0,1,0,0,1,0,0,1,1
867,4,3,261,3,10,2802,0,1,0,0,0,0,0,1,0,1,0,1
5342,4,2,243,2,6,4573,1,0,0,0,0,1,0,0,0,0,1,1
5448,6,4,157,6,9,5354,0,0,0,1,0,0,0,1,0,1,0,1
2350,5,1,170,3,58,1651,0,0,1,0,0,0,0,1,1,0,0,0
3636,5,3,249,3,10,5001,0,0,0,1,0,0,0,1,0,0,1,0
6112,4,1,225,2,10,4577,0,0,1,0,0,0,0,1,0,0,1,1
4272,3,2,214,3,1,5362,0,0,0,1,0,0,0,1,0,0,1,0
5298,5,4,187,3,1,4181,0,0,0,1,0,0,0,1,0,1,0,1
585,3,3,234,3,8,2334,0,1,0,0,0,0,0,1,0,0,1,1
9401,6,3,276,4,8,1754,0,0,0,0,1,0,0,1,0,1,0,1
3828,4,2,164,2,7,1116,0,0,0,1,0,0,1,0,0,1,0,1
3868,4,3,235,3,10,4172,0,0,1,0,0,0,0,1,1,0,0,1
3688,3,3,168,2,9,4608,0,0,1,0,0,0,1,0,0,1,0,1
899,4,3,206,3,20,2247,0,0,0,0,1,0,0,1,0,0,1,1
4590,5,3,210,3,4,4819,0,0,0,1,0,0,0,1,1,0,0,1
5046,4,1,150,2,5,4140,0,0,0,1,0,0,1,0,0,1,0,0
4119,5,2,227,3,2,4058,0,1,0,0,0,1,0,0,0,0,1,0
6210,4,1,245,3,5,4523,0,0,0,1,0,0,0,1,0,1,0,1
2195,3,5,169,3,13,1934,0,0,0,0,1,1,0,0,0,0,1,0
9779,5,5,251,2,3,4741,0,0,0,0,1,0,0,1,1,0,0,1
3747,2,3,187,2,10,5957,0,1,0,0,0,0,0,1,0,0,1,1
10143,6,4,247,4,2,1858,0,1,0,0,0,1,0,0,0,0,1,0
9500,4,2,201,3,4,4613,1,0,0,0,0,0,0,1,0,0,1,1
3102,3,3,227,2,24,2749,0,0,0,1,0,0,0,1,0,0,1,1
574,4,2,276,2,54,3706,0,0,1,0,0,0,0,1,0,1,0,0
7717,6,5,276,4,3,1136,0,0,0,0,1,0,0,1,0,1,0,0
5239,3,1,243,3,2,5827,0,0,0,0,1,0,0,1,0,0,1,1
9848,3,2,175,2,9,4859,1,0,0,0,0,0,1,0,0,1,0,0
8117,3,1,142,3,10,4915,0,0,0,0,1,0,0,1,0,0,1,1
2551,3,5,270,2,46,2716,0,0,0,0,1,0,0,1,0,0,1,1
7623,5,5,183,3,3,4071,0,1,0,0,0,0,0,1,0,0,1,1
10965,4,3,225,5,1,1755,0,1,0,0,0,1,0,0,0,1,0,0
8742,5,4,189,2,4,5575,0,0,0,1,0,0,1,0,0,1,0,1
4530,3,3,183,3,4,5322,0,0,0,1,0,1,0,0,0,1,0,0
2932,3,2,155,3,7,1434,0,0,1,0,0,0,0,1,0,0,1,1
2497,2,1,229,4,6,3757,0,0,0,0,1,0,0,1,0,1,0,0
8487,3,1,207,3,5,4643,0,1,0,0,0,0,1,0,0,1,0,1
9192,7,1,280,5,10,1199,0,0,0,1,0,1,0,0,0,1,0,0
5128,3,3,271,4,3,4006,0,0,1,0,0,0,0,1,1,0,0,0
6910,5,5,240,5,10,1574,0,0,1,0,0,0,0,1,0,0,1,0
2876,4,5,270,3,30,2720,1,0,0,0,0,1,0,0,0,1,0,0
4249,4,3,243,2,6,5892,0,0,0,0,1,1,0,0,0,1,0,1
8266,6,4,263,4,3,1276,0,0,1,0,0,0,0,1,0,1,0,0
467,4,4,173,5,2,1175,0,0,0,0,1,0,0,1,0,0,1,1
828,4,2,230,3,33,3602,0,0,0,1,0,1,0,0,0,0,1,0
4138,3,4,163,2,7,5720,0,0,1,0,0,0,0,1,0,1,0,1
1871,5,5,234,2,43,3822,0,0,0,0,1,0,0,1,0,0,1,1
10012,3,1,263,3,4,4616,0,0,1,0,0,1,0,0,0,0,1,0
4865,4,5,261,2,6,5920,0,0,0,0,1,0,0,1,0,0,1,0
3052,5,4,168,3,34,1779,0,0,1,0,0,0,0,1,0,1,0,0
513,5,3,250,5,12,2722,0,1,0,0,0,0,0,1,0,1,0,0
1312,2,2,139,3,23,1283,0,0,1,0,0,0,0,1,0,0,1,1
4061,3,5,154,2,6,4744,0,0,0,0,1,0,0,1,0,0,1,0
8676,3,1,207,4,9,5889,0,0,0,1,0,0,0,1,0,1,0,1
10505,4,2,136,4,3,4190,0,0,0,0,1,0,0,1,0,1,0,1
9715,4,5,248,3,2,5310,0,0,0,0,1,0,1,0,0,1,0,1
6456,3,5,195,3,9,4224,0,0,0,1,0,0,0,1,0,0,1,1
4770,4,5,180,3,1,5088,0,0,0,1,0,0,1,0,0,0,1,1
3822,3,5,163,3,5,4570,0,0,0,1,0,0,1,0,0,1,0,0
5858,2,5,279,3,8,4632,1,0,0,0,0,0,0,1,0,1,0,1
8511,5,3,185,2,2,5420,0,1,0,0,0,0,0,1,0,1,0,0
6062,3,4,164,3,4,4796,1,0,0,0,0,0,0,1,0,1,0,1
7559,4,1,268,4,2,4543,0,0,0,0,1,0,0,1,0,0,1,1
6995,4,1,267,2,9,5230,0,0,0,0,1,1,0,0,0,0,1,0
4305,6,1,271,10,5,5459,0,1,0,0,0,0,0,1,0,0,1,0
9688,6,3,267,4,1,1942,0,0,1,0,0,0,0,1,0,0,1,0
8058,3,1,101,2,1,5560,0,0,0,1,0,0,1,0,0,0,1,1
4811,6,5,245,4,8,1403,0,0,0,0,1,1,0,0,0,1,0,1
752,3,1,171,2,34,1999,1,0,0,0,0,0,0,1,0,1,0,0
9379,6,1,144,4,5,5121,0,0,0,0,1,0,0,1,0,1,0,1
1784,5,3,208,4,10,2419,1,0,0,0,0,1,0,0,0,0,1,0
4304,4,4,163,2,9,4720,1,0,0,0,0,0,0,1,0,1,0,1
9197,5,3,255,6,1,5874,0,0,0,0,1,0,0,1,0,0,1,1
177,4,5,116,3,54,1314,0,1,0,0,0,0,0,1,0,0,1,0
9856,4,4,185,2,1,4729,0,0,1,0,0,0,1,0,0,0,1,1
8765,3,5,179,3,2,4913,0,0,0,0,1,1,0,0,0,1,0,0
9939,4,3,218,5,9,1024,0,1,0,0,0,0,0,1,0,0,1,1
10527,5,5,237,3,5,4285,0,1,0,0,0,0,1,0,0,0,1,0
6253,4,1,208,3,4,4530,0,0,0,0,1,0,0,1,0,1,0,0
2446,3,5,165,2,37,1234,0,0,1,0,0,0,1,0,1,0,0,1
3292,2,4,139,4,3,5041,0,0,1,0,0,1,0,0,1,0,0,0
1708,4,2,213,4,37,2184,0,0,1,0,0,0,0,1,0,1,0,1
7929,4,4,97,6,4,5801,0,1,0,0,0,0,1,0,0,1,0,0
7834,4,3,234,3,9,4868,0,0,1,0,0,0,0,1,0,0,1,1
9671,6,5,245,4,7,1521,0,0,0,0,1,0,0,1,0,1,0,1
9950,5,2,238,5,4,1962,1,0,0,0,0,0,0,1,0,1,0,1
